Timestamp,device,device_name,firmware,country,project,site,deploy_date,collect_date,UTC,deployment_name,latitude,longitude,schedule,timelapse_interval,attractor1,attractor2,attractor3,attractor1_settings,attractor2_settings,attractor3_settings,attractor_location,target_material,target_size,target_distance,height_above_ground,habitat,nearby_vegetation,data_storage_location,crew,notes
31-01-25 15:32,Mothbox DIY,calmoBarbo,4.14,Panama,Hoya,408m,26-01-25,29-01-25,-5,Panama_Hoya_408m_calmoBarbo_2025-01-26,7.34419,-80.77756,programA (19;21;23;2;4),1,Mothbeam V2 UV,Mothbeam V2 white,,,,,internal - top of device,White felt on acrylic,293 x 205 mm (Mothbox standard),288 mm (Mothbox standard),1.7,mature forest / bosque maduro,,HDA and B,"HS, AQ, Bri",
